"Edad","Fuerza","Velocidad","Lesiones","Vision","Resistencia","Agilidad","CapacidadDecision","prediction(DeportePrimario)"
1.4006538206943662,1.0267963599149224,-0.6533066011243682,0.7508415282101759,-1.4928842660951147,0.8583638608803918,-0.05433562881444607,1.6348457196702655,"Basketball"
-1.4607030430992456,-1.7113272665248707,0.011026271748934445,0.7508415282101759,1.1525944701469637,0.8583638608803918,-1.2520386664011731,1.532161899383444,"Rugby"
-1.4056769495647532,-1.0267963599149224,-0.6533066011243682,-1.3290758085559433,0.2707682247329375,0.8583638608803918,0.5045924553926933,-0.9322497875002712,"Futbol"
0.1900797629355306,-0.34226545330497415,-0.6533066011243682,-1.3290758085559433,0.2707682247329375,0.8583638608803918,-0.13418249798689455,0.29995605594158636,"Rugby"
-0.1400767982714254,-1.7113272665248707,-0.6533066011243682,-1.3290758085559433,0.2707682247329375,-0.6433834383731432,0.7441330629100387,0.40263987622840786,"Futbol"
0.5752624176769779,-0.34226545330497415,0.011026271748934445,-1.3290758085559433,1.1525944701469637,0.8583638608803918,-1.0124980588838277,0.6080075168020508,"Rugby"
0.1900797629355306,-0.34226545330497415,-0.6533066011243682,-1.3290758085559433,-0.6110580206810886,-2.1451307376266784,0.5844393245651417,-0.008095404918878012,"Futbol"
-0.1400767982714254,-1.7113272665248707,0.011026271748934445,0.7508415282101759,1.1525944701469637,0.8583638608803918,-1.3318855355736217,0.8133751573756937,"Rugby"
0.3001319500045153,-0.34226545330497415,0.011026271748934445,-1.3290758085559433,-0.6110580206810886,-0.6433834383731432,0.9836736704273841,0.5566656066586401,"Futbol"
1.6207581948323355,1.0267963599149224,-0.6533066011243682,0.7508415282101759,0.2707682247329375,0.8583638608803918,0.5844393245651417,-1.188959338217325,"Futbol"
-0.7453638271508432,1.0267963599149224,0.011026271748934445,0.7508415282101759,-1.4928842660951147,-0.6433834383731432,0.10535810953045087,0.9674008878059259,"Futbol"
0.740340698280456,-1.0267963599149224,0.011026271748934445,0.7508415282101759,0.2707682247329375,-2.1451307376266784,-0.4535699746766884,0.14593032551135418,"Futbol"
-0.5802855465473652,1.7113272665248707,-0.6533066011243682,0.7508415282101759,1.1525944701469637,-0.6433834383731432,0.6642861937375901,0.5053236965152293,"Futbol"
-0.0850507047369321,0.34226545330497415,-0.6533066011243682,0.7508415282101759,-0.6110580206810886,-2.1451307376266784,1.2232142779447295,-1.2916431585041463,"Futbol"
-0.9654682012888135,1.0267963599149224,-0.6533066011243682,0.7508415282101759,-1.4928842660951147,0.8583638608803918,-0.7729574513664823,1.326794258809801,"Basketball"
-0.8003899206853355,0.34226545330497415,0.011026271748934445,0.7508415282101759,-1.4928842660951147,0.8583638608803918,-1.0124980588838277,0.8133751573756937,"Basketball"
-1.4607030430992456,1.0267963599149224,-0.6533066011243682,0.7508415282101759,1.1525944701469637,-0.6433834383731432,0.6642861937375901,-0.008095404918878012,"Futbol"
-1.2405986689612762,0.34226545330497415,0.011026271748934445,0.7508415282101759,-1.4928842660951147,-0.6433834383731432,-0.5334168438491369,-1.1376174280739142,"Voleibol"
0.740340698280456,-2.395858173134819,-1.317639473997671,-1.3290758085559433,1.1525944701469637,0.8583638608803918,-1.4915792739185185,0.7106913370888722,"Rugby"
-0.5252594530128728,1.0267963599149224,-0.6533066011243682,-1.3290758085559433,0.2707682247329375,0.8583638608803918,-0.214029367159343,-1.2916431585041463,"Futbol"
0.6302885112114713,-1.0267963599149224,2.0040248903688425,0.7508415282101759,0.2707682247329375,-2.1451307376266784,0.6642861937375901,-1.188959338217325,"Futbol"
-1.350650856030261,-0.34226545330497415,-0.6533066011243682,0.7508415282101759,1.1525944701469637,0.8583638608803918,-1.0124980588838277,-0.008095404918878012,"Rugby"
0.4652102306079933,1.0267963599149224,0.6753591446222371,0.7508415282101759,-1.4928842660951147,0.8583638608803918,0.3448987170477963,2.3536324616780155,"Basketball"
0.1900797629355306,-0.34226545330497415,2.6683577632421454,0.7508415282101759,1.1525944701469637,0.8583638608803918,-0.9326511897113793,1.9942390906741405,"Basketball"
-0.19510289180591778,-0.34226545330497415,0.011026271748934445,0.7508415282101759,0.2707682247329375,0.8583638608803918,0.6642861937375901,-0.008095404918878012,"Futbol"
1.565732101297844,-1.7113272665248707,0.011026271748934445,0.7508415282101759,1.1525944701469637,0.8583638608803918,-1.4117324047460702,0.5566656066586401,"Rugby"
0.13505366940103727,-0.34226545330497415,2.6683577632421454,0.7508415282101759,-0.6110580206810886,-0.6433834383731432,0.18520497870289934,-0.008095404918878012,"Futbol"
-1.2956247624957686,-0.34226545330497415,-0.6533066011243682,-1.3290758085559433,1.1525944701469637,0.8583638608803918,-1.0124980588838277,-1.0862755179305035,"Rugby"
-1.350650856030261,-1.7113272665248707,0.011026271748934445,0.7508415282101759,1.1525944701469637,0.8583638608803918,-1.2520386664011731,1.0700847080927474,"Rugby"
0.7953667918149474,0.34226545330497415,-1.317639473997671,0.7508415282101759,-0.6110580206810886,-0.6433834383731432,-0.214029367159343,3.380470664546231,"Basketball"
0.4101841370735,-0.34226545330497415,-0.6533066011243682,0.7508415282101759,1.1525944701469637,0.8583638608803918,-1.2520386664011731,1.326794258809801,"Rugby"
0.1900797629355306,0.34226545330497415,-0.6533066011243682,0.7508415282101759,0.2707682247329375,0.8583638608803918,-0.8528043205389307,-0.8295659672134498,"Voleibol"
1.5107060077633507,-0.34226545330497415,-0.6533066011243682,0.7508415282101759,1.1525944701469637,-0.6433834383731432,-0.8528043205389307,0.5053236965152293,"Rugby"
0.1900797629355306,-0.34226545330497415,2.6683577632421454,0.7508415282101759,1.1525944701469637,0.8583638608803918,-1.1721917972287246,0.9160589776625152,"Rugby"
1.3456277271598727,-1.0267963599149224,-0.6533066011243682,0.7508415282101759,1.1525944701469637,0.8583638608803918,0.9836736704273841,-1.0862755179305035,"Rugby"
-1.2956247624957686,0.34226545330497415,-0.6533066011243682,0.7508415282101759,-0.6110580206810886,-0.6433834383731432,0.3448987170477963,-0.9322497875002712,"Futbol"
0.8503928853494407,-1.0267963599149224,0.6753591446222371,0.7508415282101759,0.2707682247329375,-0.6433834383731432,0.6642861937375901,-0.9322497875002712,"Futbol"
